"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3DD.003D6177E4","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/18/2020 3:08:00 PM","NA","0","CHIWAR","4/24/2020 1:40:00 PM","1"
"3DD.003D6177E4","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/7/2022 11:21:54 AM","92","100","","","1"
"3DD.003D617CF3","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/19/2020 10:24:53 AM","NA","0","CHIWAR","4/24/2020 1:40:00 PM","1"
"3DD.003D617CF3","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","5/9/2022 10:39:06 AM","93","100","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Mark","Intra-Dam Release Site","PRDLD1","10/14/2021 1:21:16 PM","NA","0","PRDLD1","10/14/2021 1:21:16 PM","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","3/18/2022 8:36:11 PM","81","100","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","LWE","10/19/2021 1:54:47 AM","07","120","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","LWE","10/19/2021 1:55:43 AM","02","120","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","3/13/2022 10:05:42 PM","B2","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","3/28/2022 7:22:42 PM","B1","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","10/14/2021 2:00:12 PM","04","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","10/14/2021 2:06:03 PM","01","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","10/18/2021 7:11:56 AM","08","140","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","10/18/2021 7:12:27 AM","06","140","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 8:58:28 AM","A4","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 9:08:08 AM","A4","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 9:10:17 AM","A3","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 9:31:50 AM","A2","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 9:36:17 AM","A1","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 10:09:42 AM","A2","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 10:17:12 AM","A3","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 10:34:48 AM","A2","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 10:40:20 AM","A1","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 11:19:26 AM","A1","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/25/2021 11:27:43 AM","A3","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/26/2021 12:26:07 PM","A4","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/26/2021 12:35:05 PM","A3","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/26/2021 12:58:41 PM","A2","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","10/26/2021 1:05:02 PM","A1","110","","","1"
"3DD.003DA28B2C","Steelhead","Hatchery Reared","Recapture","Dam","TUM","10/26/2021 3:06:00 PM","NA","0","TUMFBY","10/26/2021 3:06:00 PM","1"
"3DD.003DA2B904","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/9/2021 10:34:48 AM","NA","0","CHIWAR","4/26/2021 11:00:00 AM","1"
"3DD.003DA2B904","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","3/10/2022 2:41:48 PM","95","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Mark","Dam","TUM","11/7/2021 9:02:39 AM","NA","0","TUMFBY","11/7/2021 9:02:39 AM","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/12/2022 12:20:10 AM","86","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/24/2022 7:34:18 AM","85","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/24/2022 7:40:34 AM","83","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","NAL","4/22/2022 12:26:53 AM","65","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","NAL","4/22/2022 12:27:26 AM","61","100","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/20/2022 2:58:16 AM","B6","110","","","1"
"3DD.003DFDDF5B","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/20/2022 3:25:15 AM","B1","110","","","1"
"3DD.003DFDDF66","Steelhead","Hatchery Reared","Mark","Dam","TUM","10/21/2021 6:03:12 PM","NA","0","TUMFBY","10/21/2021 6:03:12 PM","1"
"3DD.003DFDDF66","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/22/2022 1:57:27 AM","86","100","","","1"
"3DD.003DFDDF66","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/23/2022 8:13:03 PM","86","100","","","1"
"3DD.003DFDDF66","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/23/2022 8:57:53 PM","81","100","","","1"
"3DD.003DFDDF66","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/24/2022 1:59:43 AM","86","100","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Mark","Dam","TUM","11/7/2021 9:06:24 AM","NA","0","TUMFBY","11/7/2021 9:06:24 AM","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/30/2022 8:49:47 AM","84","100","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/30/2022 8:52:00 AM","83","100","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/2/2022 6:50:22 PM","83","100","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/13/2022 2:01:19 AM","B6","110","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/22/2022 5:23:51 AM","B6","110","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/22/2022 12:12:18 PM","B5","110","","","1"
"3DD.003DFDDF7A","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/22/2022 1:34:23 PM","B1","110","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Mark","Dam","TUM","11/4/2021 3:00:37 PM","NA","0","TUMFBY","11/4/2021 3:00:37 PM","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","3/22/2022 10:48:26 PM","86","100","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","3/23/2022 5:37:57 AM","82","100","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/25/2022 2:07:50 AM","86","100","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/27/2022 3:26:59 PM","86","100","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/28/2022 2:05:53 PM","83","100","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/7/2022 8:00:56 PM","B6","110","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/20/2022 12:03:09 PM","B5","110","","","1"
"3DD.003DFDDF7E","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/20/2022 12:07:42 PM","B4","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Mark","Dam","TUM","7/20/2021 12:54:01 PM","NA","0","TUMFBY","7/20/2021 12:54:01 PM","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","5/26/2022 6:46:27 AM","93","100","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/15/2022 8:35:57 AM","B5","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/16/2022 6:34:18 AM","B4","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/16/2022 10:05:03 AM","B5","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/18/2022 1:09:29 PM","B5","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/22/2022 9:43:08 PM","B3","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/31/2022 12:36:37 AM","B1","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/31/2022 5:10:48 AM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/9/2022 9:28:55 PM","B1","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/14/2022 5:09:40 PM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/15/2022 5:47:49 AM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/15/2022 7:29:23 AM","B4","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/15/2022 9:06:23 AM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/15/2022 5:58:21 PM","B1","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/16/2022 6:49:32 AM","B4","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/16/2022 6:49:40 AM","B3","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/19/2022 3:31:46 AM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/22/2022 5:44:44 AM","B4","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","7/11/2022 6:09:36 PM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","7/13/2022 7:52:08 PM","B6","110","","","1"
"3DD.003DFDE3CC","Steelhead","Hatchery Reared","Recapture","Dam","TUM","11/3/2021 9:55:29 AM","NA","0","TUMFBY","11/3/2021 9:55:29 AM","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Mark","Dam","TUM","10/4/2021 3:07:21 PM","NA","0","TUMFBY","10/4/2021 3:07:21 PM","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","3/30/2022 5:27:22 AM","86","100","","","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/22/2022 10:48:10 PM","86","100","","","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/23/2022 7:39:21 PM","82","100","","","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/13/2022 6:31:11 PM","83","100","","","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","4/22/2022 1:08:50 AM","B5","110","","","1"
"3DD.007791A891","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/15/2022 2:25:24 AM","B6","110","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","2/21/2018 1:52:12 PM","NA","0","CHIWAR","4/30/2018 4:20:00 PM","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/22/2022 2:00:06 PM","82","100","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/22/2022 3:00:13 PM","82","100","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/22/2022 4:05:03 PM","82","100","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/22/2022 5:07:55 PM","82","100","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/24/2022 9:50:21 AM","85","100","","","1"
"3DD.0077A63207","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/24/2022 11:06:12 AM","85","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","2/20/2019 10:34:25 AM","NA","0","CHIWAR","5/2/2019 5:30:00 PM","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Juvenile Fish Bypass Facility","BCC","5/21/2019 6:40:59 PM","01","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Juvenile Fish Bypass Facility","BCC","5/21/2019 6:41:00 PM","01","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/16/2022 1:04:43 AM","82","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/5/2022 8:09:10 AM","82","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/10/2022 4:14:25 PM","81","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/15/2022 12:50:59 PM","81","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/17/2022 3:39:50 PM","81","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","LWE","8/7/2021 4:25:38 AM","09","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","LWE","8/7/2021 4:26:23 AM","04","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","11/2/2021 7:49:50 PM","B5","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:35:38 PM","24","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:36:30 PM","22","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:36:31 PM","22","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:36:57 PM","20","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:38:49 PM","1E","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:39:34 PM","1C","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:39:43 PM","1A","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:39:50 PM","18","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 12:42:04 PM","16","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:35:02 PM","04","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:35:03 PM","04","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:36:47 PM","03","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:37:46 PM","02","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:37:47 PM","02","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:44:50 PM","01","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","BO1","7/17/2021 1:44:51 PM","01","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","JO1","7/20/2021 3:38:46 PM","07","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","JO1","7/20/2021 3:38:47 PM","07","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","JO1","7/20/2021 3:38:54 PM","03","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:46:30 AM","12","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:47:10 AM","10","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:48:42 AM","0F","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:50:17 AM","0D","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:52:27 AM","0B","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:54:08 AM","09","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:56:54 AM","07","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 11:57:37 AM","05","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 12:32:32 PM","03","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 12:32:33 PM","02","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 12:32:34 PM","02","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","MC2","7/22/2021 12:32:37 PM","01","120","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","7/27/2021 1:07:08 PM","07","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","7/27/2021 1:07:49 PM","05","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","7/27/2021 1:09:43 PM","07","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","PRA","7/27/2021 1:10:24 PM","05","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","7/31/2021 10:50:56 AM","38","140","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","7/31/2021 10:52:29 AM","34","140","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","7/31/2021 11:08:09 AM","2B","140","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","7/31/2021 11:16:14 AM","0B","140","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","RIA","7/31/2021 11:16:21 AM","0A","140","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TD1","7/19/2021 3:59:12 PM","02","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TD1","7/19/2021 3:59:13 PM","02","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TD1","7/19/2021 3:59:17 PM","01","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TD1","7/19/2021 3:59:18 PM","01","100","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","8/21/2021 1:43:14 PM","A4","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","8/21/2021 1:44:02 PM","A3","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","8/21/2021 1:45:33 PM","A2","110","","","1"
"3DD.0077C16DCF","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","8/21/2021 1:51:30 PM","A1","110","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/1/2019 11:14:20 AM","NA","0","CHIWAR","5/2/2019 3:30:00 PM","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:44:18 AM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:44:19 AM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:44:20 AM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 1:26:23 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 1:26:24 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 1:26:26 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 1:26:27 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 1:26:28 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:20:27 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:20:28 PM","94","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","7/19/2019 8:21:18 PM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/4/2022 7:16:22 AM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/4/2022 1:58:02 PM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/4/2022 8:04:33 PM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/5/2022 2:05:58 AM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/5/2022 8:06:02 AM","91","100","","","1"
"3DD.0077C389CF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/5/2022 2:25:57 PM","91","100","","","1"
"3DD.0077D42789","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","2/27/2019 2:36:54 PM","NA","0","CHIWAR","5/2/2019 3:30:00 PM","1"
"3DD.0077D42789","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","4/7/2022 10:42:40 PM","86","100","","","1"
"3DD.0077D42789","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","5/18/2022 3:58:34 AM","93","100","","","1"
"3DD.0077D42789","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","5/27/2022 2:31:33 PM","93","100","","","1"
"3DD.0077D42789","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/7/2022 2:03:41 AM","B6","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","2/27/2019 3:00:20 PM","NA","0","CHIWAR","5/2/2019 3:30:00 PM","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/12/2022 12:19:44 PM","85","100","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/24/2022 4:55:48 AM","86","100","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/25/2022 6:10:32 PM","B5","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/26/2022 6:26:02 AM","B2","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","5/27/2022 9:11:05 AM","B2","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/2/2022 10:24:41 AM","B6","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","UWE","6/5/2022 4:28:26 AM","B3","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","4/5/2022 3:30:54 PM","A5","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","4/5/2022 3:39:35 PM","A3","110","","","1"
